,id_site,date_obs,localisation_lat,localisation_long,diversite,degres d'artificialisation,pollution acide,pollution azote,Amandinea punctata/Lecidella elaeochroma,Anaptychia ciliaris,Autre lichen crustacé,Autre lichen foliacé,Autre lichen fruticuleux,Candelaria concolor,Candelariella sp.,Diploicia canescens,Evernia prunastri,Flavoparmelia caperata/soredians,Hyperphyscia adglutinata,Hypogymnia physodes/tubulosa,Hypotrachyna afrorevoluta/revoluta,Lecanora sp.,Lichen crustacé à aspect poudreux,Lichens crustace à lirelles,Melanelixia glabratula/Melanohalea exasperatula,Melanohalea exasperata,Parmelia saxatilis,Parmelia sulcata,Parmelina tiliacea/pastillifera,Parmotrema perlatum/reticulatum,Pertusaria pertusa,Phaeophyscia orbicularis,Physcia adscendens/tenella,Physcia aipolia/stellaris,Physcia leptalea,Physconia distorta,Physconia grisea,Pleurosticta acetabulum,Polycauliona polycarpa,Pseudevernia furfuracea,Punctelia sp.,Ramalina farinacea,Ramalina fastigiata,Ramalina fraxinea,Usnea sp.,Xanthoria parietina
10,418,2021-12-06,45.73377,3.102933333,15,60.42,1.67,1.67,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
11,419,2022-03-08,45.73410333,3.097646667,18,77.68,21.43,21.43,3.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
12,420,2021-10-22,45.73418333,3.102676667,10,91.32,0.0,0.0,3.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
13,421,2022-03-28,45.73466,3.09638,13,57.55,0.94,0.94,3.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
14,422,2022-03-03,45.73615667,3.105113333,20,70.98,6.27,6.27,3.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
15,423,2022-02-15,45.73666667,3.103426667,18,54.28,13.49,13.49,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
16,424,2022-02-22,45.73674333,3.102743333,19,60.47,2.71,2.71,3.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
17,425,2021-10-27,45.73748333,3.16887,8,95.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
18,426,2022-10-08,45.73904667,3.220423333,15,74.73,1.61,1.61,3.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
19,427,2021-10-07,45.74007,3.060716667,17,66.93,9.06,9.06,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0
20,428,2021-09-27,45.7402,3.060336667,18,72.07,34.64,34.64,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0
21,429,2019-12-19,45.74333667,3.081323333,17,72.0,31.5,31.5,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
22,430,2022-09-05,45.74433667,3.085673333,12,85.03,10.16,10.16,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
23,431,2019-12-26,45.74633667,3.079013333,14,78.35,17.18,17.18,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
24,432,2022-11-05,45.74698333,3.21632,11,97.35,0.44,0.44,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
25,433,2020-09-24,45.74727333,3.08941,9,79.28,4.5,4.5,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
26,434,2020-01-29,45.74796,3.08277,9,89.35,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
27,435,2022-05-16,45.74805667,3.06801,22,81.75,15.97,15.97,3.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0
28,436,2020-09-17,45.74849333,3.090246667,8,99.39,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
29,437,2020-02-07,45.74859333,3.08405,6,80.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
30,438,2020-03-13,45.74867667,3.093026667,15,86.23,4.35,4.35,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
31,439,2021-05-20,45.74931,3.09927,4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
32,440,2021-07-16,45.74927333,3.09027,15,69.61,14.22,14.22,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
33,441,2021-06-22,45.74929667,3.088476667,14,82.2,5.93,5.93,3.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
34,442,2021-05-20,45.74941,3.098766667,4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
35,443,2022-06-29,45.74961667,3.07199,8,51.69,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
36,444,2021-11-30,45.74969333,3.096843333,12,67.11,0.88,0.88,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
37,445,2022-06-20,45.74971,3.068726667,22,72.51,41.52,41.52,3.0,0.0,0.0,9.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0
38,446,2021-11-18,45.74976,3.09636,13,76.0,0.4,0.4,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
39,447,2022-06-13,45.74999333,3.06914,10,71.33,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
40,448,2021-10-30,45.75067333,3.096893333,12,73.47,6.12,6.12,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
41,449,2022-07-06,45.75134333,3.09829,12,64.59,2.39,2.39,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
42,450,2020-03-03,45.75210333,3.09651,12,80.66,14.62,14.62,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,451,2021-10-14,45.75298667,3.117153333,14,81.93,0.0,0.0,3.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
44,452,2020-10-22,45.75341,3.088793333,12,55.0,0.5,0.5,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
45,453,2022-04-14,45.75346333,3.093946667,17,61.57,0.78,0.78,0.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
46,454,2021-08-03,45.75358,3.13048,10,94.64,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
47,455,2022-10-13,45.75424667,3.116243333,4,41.51,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,456,2020-10-29,45.75470333,3.09723,16,64.57,0.45,0.45,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
49,457,2020-10-15,45.75533,3.099823333,16,63.25,0.6,0.6,3.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
50,458,2020-10-01,45.75687333,3.100733333,12,58.47,0.0,0.0,3.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
51,459,2022-07-21,45.75734333,3.113773333,9,83.57,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
52,460,2022-05-13,45.75768333,3.11533,17,82.61,18.26,18.26,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
53,461,2020-10-08,45.75772667,3.101193333,18,77.05,2.87,2.87,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
54,462,2020-09-03,45.75900667,3.11017,12,66.22,5.41,5.41,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
55,463,2020-07-07,45.75989667,3.10903,5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
56,464,2021-09-21,45.76016,3.063826667,16,72.05,15.82,15.82,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0
57,465,2022-04-27,45.76025,3.12118,11,96.8,3.2,3.2,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
58,466,2022-05-02,45.76157,3.083663333,15,53.64,0.66,0.66,0.0,0.0,0.0,9.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
59,467,2022-03-15,45.76255,3.126796667,12,68.21,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
60,468,2020-02-26,45.76329333,3.11417,18,82.37,6.44,6.44,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
61,469,2021-08-17,45.76507,3.04198,17,62.61,40.76,40.76,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
62,470,2022-11-24,45.76962333,3.115553333,8,99.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,471,2021-07-27,45.76978667,3.13648,9,96.81,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
64,472,2022-06-07,45.77436667,3.06957,12,61.36,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
65,473,2022-03-22,45.77911,3.012886667,21,80.4,24.62,24.62,3.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0
66,474,2020-09-02,45.81764333,1.25273,12,86.73,1.9,1.9,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,475,2022-03-09,45.82224,1.228763333,7,65.06,33.73,33.73,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
